strategy,window_start,window_end,window_cycles,scrub_delta,corrected_delta,uncorrectable_detection_delta,read_delta,write_delta,corrected_per_100k_cycles,uncorrectable_detections_per_100k_cycles,read_per_100k_cycles,write_per_100k_cycles,true_total_events,true_single_events,true_paired_events,true_cluster_events,true_shifted_events
table,400000,425000,25000,13,7,39,3328,7,28.0,156.0,13312.0,28.0,8,8,0,0,0
table,425000,450000,25000,14,13,44,3584,13,52.0,176.0,14336.0,52.0,15,11,4,0,0
table,450000,475000,25000,13,17,52,3328,17,68.0,208.0,13312.0,68.0,18,16,2,0,0
table,475000,500000,25000,14,37,48,3584,37,148.0,192.0,14336.0,148.0,36,28,8,0,0
threshold,0,25000,25000,11,31,0,2816,31,124.0,0.0,11264.0,124.0,33,27,6,0,0
threshold,25000,50000,25000,13,21,0,3328,21,84.0,0.0,13312.0,84.0,20,20,0,0,0
threshold,50000,75000,25000,12,45,12,3072,45,180.0,48.0,12288.0,180.0,53,40,13,0,0
threshold,75000,100000,25000,13,38,26,3328,38,152.0,104.0,13312.0,152.0,39,33,6,0,0
threshold,100000,125000,25000,13,34,63,3328,34,136.0,252.0,13312.0,136.0,42,31,11,0,0
threshold,125000,150000,25000,12,33,68,3072,33,132.0,272.0,12288.0,132.0,34,28,6,0,0
threshold,150000,175000,25000,12,21,72,3072,21,84.0,288.0,12288.0,84.0,21,17,4,0,0
threshold,175000,200000,25000,13,18,86,3328,18,72.0,344.0,13312.0,72.0,19,15,4,0,0
threshold,200000,225000,25000,12,17,84,3072,17,68.0,336.0,12288.0,68.0,18,14,4,0,0
threshold,225000,250000,25000,12,16,84,3072,16,64.0,336.0,12288.0,64.0,19,17,2,0,0
threshold,250000,275000,25000,13,23,82,3328,23,92.0,328.0,13312.0,92.0,21,21,0,0,0
threshold,275000,300000,25000,12,7,72,3072,7,28.0,288.0,12288.0,28.0,8,8,0,0,0
threshold,300000,325000,25000,13,20,78,3328,20,80.0,312.0,13312.0,80.0,20,16,4,0,0
threshold,325000,350000,25000,12,22,65,3072,22,88.0,260.0,12288.0,88.0,21,21,0,0,0
threshold,350000,375000,25000,13,12,65,3328,12,48.0,260.0,13312.0,48.0,12,10,2,0,0
threshold,375000,400000,25000,12,22,49,3072,22,88.0,196.0,12288.0,88.0,23,19,4,0,0
threshold,400000,425000,25000,13,8,52,3328,8,32.0,208.0,13312.0,32.0,8,8,0,0,0
threshold,425000,450000,25000,12,12,42,3072,12,48.0,168.0,12288.0,48.0,15,11,4,0,0
threshold,450000,475000,25000,13,17,52,3328,17,68.0,208.0,13312.0,68.0,18,16,2,0,0
threshold,475000,500000,25000,12,36,48,3072,36,144.0,192.0,12288.0,144.0,36,28,8,0,0
