event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
144,single,73087,26,0100000000,,,,,,,73087,73087,0
269,single,74231,162,0000000002,,,,,,,74231,74231,0
11,single,74348,155,0000400000,,,,,,,74348,74348,0
21,single,74469,228,0010000000,,,,,,,74469,74469,0
426,paired,74476,139,0000000004,13,first,,,,,74476,74476,0
264,single,75537,139,0000000400,,,,,,,75537,75537,0
53,single,75629,122,0400000000,,,,,,,75629,75629,0
95,single,76147,146,0000800000,,,,,,,76147,76147,0
258,single,76192,234,2000000000,,,,,,,76192,76192,0
88,single,76468,16,0000001000,,,,,,,76468,76468,0
427,paired,76762,139,0000000040,13,second,,,,,76762,76762,0
28,single,76813,215,0080000000,,,,,,,76813,76813,0
203,single,76930,6,0000002000,,,,,,,76930,76930,0
120,single,76940,177,0000040000,,,,,,,76940,76940,0
76,single,77004,103,0400000000,,,,,,,77004,77004,0
27,single,77133,168,0200000000,,,,,,,77133,77133,0
147,single,79170,60,0000000002,,,,,,,79170,79170,0
135,single,79698,153,0008000000,,,,,,,79698,79698,0
33,single,79738,203,0080000000,,,,,,,79738,79738,0
141,single,79766,177,0001000000,,,,,,,79766,79766,0
29,single,80316,245,0080000000,,,,,,,80316,80316,0
207,single,80973,137,0000100000,,,,,,,80973,80973,0
263,single,82173,126,0000004000,,,,,,,82173,82173,0
240,single,82323,161,0010000000,,,,,,,82323,82323,0
317,single,82367,114,0100000000,,,,,,,82367,82367,0
334,single,82426,7,0800000000,,,,,,,82426,82426,0
162,single,82818,241,0000008000,,,,,,,82818,82818,0
253,single,83333,108,0000080000,,,,,,,83333,83333,0
174,single,85519,180,0000000004,,,,,,,85519,85519,0
195,single,85803,16,0010000000,,,,,,,85803,85803,0
366,single,86124,41,0000000200,,,,,,,86124,86124,0
375,single,90252,225,0000002000,,,,,,,90252,90252,0
408,paired,91258,79,0000000010,4,first,,,,,91258,91258,0
380,single,91264,189,0000400000,,,,,,,91264,91264,0
277,single,91807,241,0020000000,,,,,,,91807,91807,0
262,single,93563,27,0000000200,,,,,,,93563,93563,0
409,paired,93864,79,0800000000,4,second,,,,,93864,93864,0
112,single,93921,140,0000000040,,,,,,,93921,93921,0
42,single,94012,49,0000000040,,,,,,,94012,94012,0
2,single,94537,139,0080000000,,,,,,,94537,94537,0
466,paired,97138,136,0000001000,33,first,,,,,97138,97138,0
151,single,97966,243,1000000000,,,,,,,97966,97966,0
467,paired,98296,136,4000000000,33,second,,,,,98296,98296,0
444,paired,99924,99,0040000000,22,first,,,,,99924,99924,0
445,paired,100814,99,0800000000,22,second,,,,,100814,100814,0
6,single,101167,185,0004000000,,,,,,,101167,101167,0
422,paired,102418,61,0000000008,11,first,,,,,102418,102418,0
423,paired,103347,61,0000800000,11,second,,,,,103347,103347,0
56,single,104179,80,0000000080,,,,,,,104179,104179,0
398,single,105250,62,0000020000,,,,,,,105250,105250,0
243,single,105912,39,0000000080,,,,,,,105912,105912,0
365,single,106111,36,1000000000,,,,,,,106111,106111,0
290,single,106677,193,0000000010,,,,,,,106677,106677,0
424,paired,108208,234,0000000001,12,first,,,,,108208,108208,0
425,paired,108966,234,0200000000,12,second,,,,,108966,108966,0
329,single,109490,43,0000000400,,,,,,,109490,109490,0
50,single,110293,42,0100000000,,,,,,,110293,110293,0
81,single,110395,174,0008000000,,,,,,,110395,110395,0
160,single,110486,190,2000000000,,,,,,,110486,110486,0
37,single,110996,31,0000001000,,,,,,,110996,110996,0
197,single,111457,161,0000800000,,,,,,,111457,111457,0
460,paired,112740,187,0010000000,30,first,,,,,112740,112740,0
80,single,112758,115,0000000002,,,,,,,112758,112758,0
115,single,113871,207,0000000002,,,,,,,113871,113871,0
181,single,113874,143,0000001000,,,,,,,113874,113874,0
55,single,113910,107,0008000000,,,,,,,113910,113910,0
306,single,114072,13,0000000080,,,,,,,114072,114072,0
220,single,114988,141,0200000000,,,,,,,114988,114988,0
461,paired,114996,187,0008000000,30,second,,,,,114996,114996,0
117,single,115178,245,0000010000,,,,,,,115178,115178,0
18,single,116722,148,0000000100,,,,,,,116722,116722,0
474,paired,116826,195,0000000040,37,first,,,,,116826,116826,0
377,single,117140,86,0010000000,,,,,,,117140,117140,0
456,paired,117320,251,0000000020,28,first,,,,,117320,117320,0
14,single,117632,70,4000000000,,,,,,,117632,117632,0
270,single,118084,171,0000000800,,,,,,,118084,118084,0
475,paired,118155,195,0400000000,37,second,,,,,118155,118155,0
457,paired,118888,251,0000400000,28,second,,,,,118888,118888,0
113,single,119224,172,0000000040,,,,,,,119224,119224,0
130,single,119326,183,0000000080,,,,,,,119326,119326,0
385,single,120015,103,1000000000,,,,,,,120015,120015,0
64,single,120292,195,0200000000,,,,,,,120292,120292,0
205,single,121171,165,0000000100,,,,,,,121171,121171,0
350,single,123370,195,0008000000,,,,,,,123370,123370,0
148,single,124470,108,0000000010,,,,,,,124470,124470,0
57,single,124865,237,0080000000,,,,,,,124865,124865,0
291,single,125344,149,0010000000,,,,,,,125344,125344,0
142,single,126313,58,0000040000,,,,,,,126313,126313,0
191,single,126953,106,0004000000,,,,,,,126953,126953,0
400,paired,127258,179,0000200000,0,first,,,,,127258,127258,0
311,single,127429,104,0000000800,,,,,,,127429,127429,0
157,single,127767,61,0000000004,,,,,,,127767,127767,0
98,single,128112,118,0000000020,,,,,,,128112,128112,0
436,paired,128629,195,0000000400,18,first,,,,,128629,128629,0
401,paired,129328,179,1000000000,0,second,,,,,129328,129328,0
437,paired,130949,195,0000002000,18,second,,,,,130949,130949,0
242,single,131085,41,0000004000,,,,,,,131085,131085,0
177,single,131291,240,0000001000,,,,,,,131291,131291,0
86,single,132885,124,0001000000,,,,,,,132885,132885,0
245,single,134346,98,0000000001,,,,,,,134346,134346,0
20,single,134407,49,0010000000,,,,,,,134407,134407,0
302,single,135089,110,0000040000,,,,,,,135089,135089,0
297,single,135341,110,0800000000,,,,,,,135341,135341,0
23,single,135671,209,0000000020,,,,,,,135671,135671,0
259,single,136984,185,0000008000,,,,,,,136984,136984,0
52,single,137384,16,0000000020,,,,,,,137384,137384,0
211,single,137390,180,0000100000,,,,,,,137390,137390,0
193,single,138346,87,0000000100,,,,,,,138346,138346,0
167,single,138588,13,0100000000,,,,,,,138588,138588,0
139,single,140399,46,0000000800,,,,,,,140399,140399,0
399,single,140428,147,0100000000,,,,,,,140428,140428,0
133,single,140576,28,0040000000,,,,,,,140576,140576,0
65,single,141298,69,0000004000,,,,,,,141298,141298,0
48,single,143361,244,2000000000,,,,,,,143361,143361,0
355,single,143978,230,0000000400,,,,,,,143978,143978,0
369,single,145293,98,0000080000,,,,,,,145293,145293,0
271,single,145549,161,0000000400,,,,,,,145549,145549,0
452,paired,147252,50,4000000000,26,first,,,,,147252,147252,0
357,single,147618,182,0000008000,,,,,,,147618,147618,0
453,paired,148999,50,0000040000,26,second,,,,,148999,148999,0
370,single,150465,179,0000000010,,,,,,,150465,150465,0
414,paired,151092,100,0002000000,7,first,,,,,151092,151092,0
40,single,152155,189,0000800000,,,,,,,152155,152155,0
72,single,153235,30,0000000400,,,,,,,153235,153235,0
415,paired,153392,100,0100000000,7,second,,,,,153392,153392,0
169,single,157220,207,2000000000,,,,,,,157220,157220,0
231,single,157539,7,0040000000,,,,,,,157539,157539,0
384,single,159495,224,0000004000,,,,,,,159495,159495,0
267,single,160466,170,0000000100,,,,,,,160466,160466,0
25,single,161089,9,0000000002,,,,,,,161089,161089,0
152,single,161149,232,0000001000,,,,,,,161149,161149,0
327,single,163023,61,0000000020,,,,,,,163023,163023,0
448,paired,165478,250,0000000200,24,first,,,,,165478,165478,0
228,single,165939,2,0000400000,,,,,,,165939,165939,0
339,single,167567,112,1000000000,,,,,,,167567,167567,0
46,single,167659,70,0000001000,,,,,,,167659,167659,0
449,paired,167992,250,0040000000,24,second,,,,,167992,167992,0
333,single,168953,22,0200000000,,,,,,,168953,168953,0
104,single,171448,44,0000000080,,,,,,,171448,171448,0
61,single,171909,114,0000004000,,,,,,,171909,171909,0
373,single,174419,116,0000002000,,,,,,,174419,174419,0
100,single,179194,249,0000800000,,,,,,,179194,179194,0
59,single,179490,95,0200000000,,,,,,,179490,179490,0
172,single,180532,197,0000800000,,,,,,,180532,180532,0
268,single,181294,75,0000020000,,,,,,,181294,181294,0
464,paired,183176,120,0008000000,32,first,,,,,183176,183176,0
123,single,183582,130,0000000400,,,,,,,183582,183582,0
168,single,183717,82,0000000800,,,,,,,183717,183717,0
465,paired,184628,120,0000080000,32,second,,,,,184628,184628,0
199,single,184971,78,4000000000,,,,,,,184971,184971,0
26,single,189238,184,0000001000,,,,,,,189238,189238,0
4,single,189988,98,1000000000,,,,,,,189988,189988,0
223,single,190047,25,0000000020,,,,,,,190047,190047,0
412,paired,190804,233,0000000400,6,first,,,,,190804,190804,0
145,single,191442,78,0000004000,,,,,,,191442,191442,0
121,single,193094,231,0800000000,,,,,,,193094,193094,0
204,single,193330,20,0080000000,,,,,,,193330,193330,0
413,paired,193470,233,0000000200,6,second,,,,,193470,193470,0
295,single,195766,43,0000400000,,,,,,,195766,195766,0
5,single,197989,45,0008000000,,,,,,,197989,197989,0
192,single,200023,255,0000000020,,,,,,,200023,200023,0
458,paired,200614,81,0000200000,29,first,,,,,200614,200614,0
459,paired,202621,81,0000000001,29,second,,,,,202621,202621,0
364,single,203459,74,0000080000,,,,,,,203459,203459,0
217,single,204035,81,0000000010,,,,,,,204035,204035,0
237,single,205616,139,0400000000,,,,,,,205616,205616,0
125,single,208290,78,0000020000,,,,,,,208290,208290,0
109,single,209191,170,0000010000,,,,,,,209191,209191,0
164,single,212028,239,0000100000,,,,,,,212028,212028,0
209,single,214152,124,0000080000,,,,,,,214152,214152,0
446,paired,218013,210,0000000010,23,first,,,,,218013,218013,0
132,single,218382,104,4000000000,,,,,,,218382,218382,0
155,single,219863,140,2000000000,,,,,,,219863,219863,0
447,paired,219871,210,0008000000,23,second,,,,,219871,219871,0
324,single,219922,127,0000010000,,,,,,,219922,219922,0
96,single,220277,185,0000004000,,,,,,,220277,220277,0
9,single,220430,184,0080000000,,,,,,,220430,220430,0
12,single,220850,101,0000000080,,,,,,,220850,220850,0
345,single,225512,152,0000004000,,,,,,,225512,225512,0
70,single,225595,115,0004000000,,,,,,,225595,225595,0
170,single,227968,177,0000004000,,,,,,,227968,227968,0
190,single,228310,149,0000000040,,,,,,,228310,228310,0
312,single,230003,49,0400000000,,,,,,,230003,230003,0
344,single,230916,44,0100000000,,,,,,,230916,230916,0
13,single,233414,159,0000001000,,,,,,,233414,233414,0
201,single,234605,88,0800000000,,,,,,,234605,234605,0
226,single,235736,88,0000000040,,,,,,,235736,235736,0
171,single,235826,128,4000000000,,,,,,,235826,235826,0
85,single,238525,67,0000000100,,,,,,,238525,238525,0
225,single,239076,170,2000000000,,,,,,,239076,239076,0
402,paired,243179,124,0000020000,1,first,,,,,243179,243179,0
210,single,243727,107,0000000010,,,,,,,243727,243727,0
403,paired,243891,124,0000008000,1,second,,,,,243891,243891,0
44,single,246348,65,0000000020,,,,,,,246348,246348,0
292,single,248823,81,0000000002,,,,,,,248823,248823,0
239,single,249263,187,0000080000,,,,,,,249263,249263,0
31,single,249504,165,0000800000,,,,,,,249504,249504,0
257,single,250655,56,0000001000,,,,,,,250655,250655,0
229,single,251996,17,0002000000,,,,,,,251996,251996,0
184,single,252327,39,0000000020,,,,,,,252327,252327,0
58,single,252728,37,0000400000,,,,,,,252728,252728,0
386,single,254383,87,0001000000,,,,,,,254383,254383,0
66,single,256006,139,0000000800,,,,,,,256006,256006,0
390,single,257931,20,0100000000,,,,,,,257931,257931,0
335,single,258212,116,0000020000,,,,,,,258212,258212,0
102,single,258295,133,0000000100,,,,,,,258295,258295,0
376,single,260110,56,0200000000,,,,,,,260110,260110,0
331,single,260559,27,1000000000,,,,,,,260559,260559,0
274,single,261249,226,0020000000,,,,,,,261249,261249,0
214,single,262273,120,0200000000,,,,,,,262273,262273,0
131,single,262745,220,0000000008,,,,,,,262745,262745,0
323,single,264281,87,0020000000,,,,,,,264281,264281,0
383,single,264684,217,0000000040,,,,,,,264684,264684,0
32,single,265582,192,4000000000,,,,,,,265582,265582,0
232,single,265674,180,0000008000,,,,,,,265674,265674,0
134,single,268182,129,0200000000,,,,,,,268182,268182,0
387,single,271800,109,0000000002,,,,,,,271800,271800,0
363,single,273199,169,0000000001,,,,,,,273199,273199,0
154,single,275011,200,0000004000,,,,,,,275011,275011,0
194,single,277408,144,0004000000,,,,,,,277408,277408,0
321,single,283182,103,0040000000,,,,,,,283182,283182,0
19,single,284953,27,0000000800,,,,,,,284953,284953,0
82,single,293172,176,0000000100,,,,,,,293172,293172,0
140,single,293702,0,0000000010,,,,,,,293702,293702,0
248,single,298311,203,0000000010,,,,,,,298311,298311,0
298,single,299909,140,0000800000,,,,,,,299909,299909,0
392,single,302573,99,0000200000,,,,,,,302573,302573,0
62,single,303363,214,0000000400,,,,,,,303363,303363,0
272,single,306273,79,0000000020,,,,,,,306273,306273,0
8,single,308031,49,0000000004,,,,,,,308031,308031,0
286,single,308355,244,0000010000,,,,,,,308355,308355,0
74,single,309250,25,0000000002,,,,,,,309250,309250,0
416,paired,311187,0,0010000000,8,first,,,,,311187,311187,0
227,single,311451,96,0000002000,,,,,,,311451,311451,0
367,single,311552,211,0000002000,,,,,,,311552,311552,0
60,single,311794,144,0000000200,,,,,,,311794,311794,0
417,paired,313177,0,2000000000,8,second,,,,,313177,313177,0
173,single,313389,176,0004000000,,,,,,,313389,313389,0
356,single,315855,37,0020000000,,,,,,,315855,315855,0
256,single,317847,102,0000400000,,,,,,,317847,317847,0
389,single,317998,163,0000000010,,,,,,,317998,317998,0
395,single,322483,137,0000008000,,,,,,,322483,322483,0
420,paired,322545,149,0000100000,10,first,,,,,322545,322545,0
325,single,322590,226,0000200000,,,,,,,322590,322590,0
198,single,322899,220,0000400000,,,,,,,322899,322899,0
421,paired,324833,149,0000000200,10,second,,,,,324833,324833,0
108,single,326227,233,0000001000,,,,,,,326227,326227,0
149,single,328075,69,0000000200,,,,,,,328075,328075,0
34,single,329136,148,0800000000,,,,,,,329136,329136,0
238,single,333034,131,0000004000,,,,,,,333034,333034,0
114,single,335802,72,0000000200,,,,,,,335802,335802,0
236,single,335923,110,0000040000,,,,,,,335923,335923,0
182,single,336022,28,0100000000,,,,,,,336022,336022,0
347,single,336715,56,0000080000,,,,,,,336715,336715,0
287,single,336793,167,0000000040,,,,,,,336793,336793,0
54,single,337200,88,0000200000,,,,,,,337200,337200,0
275,single,337245,16,0000000080,,,,,,,337245,337245,0
348,single,337979,98,0000000080,,,,,,,337979,337979,0
136,single,340077,212,0000000400,,,,,,,340077,340077,0
75,single,341067,217,0000040000,,,,,,,341067,341067,0
89,single,343442,90,1000000000,,,,,,,343442,343442,0
63,single,343444,2,1000000000,,,,,,,343444,343444,0
69,single,343454,51,0000800000,,,,,,,343454,343454,0
221,single,343459,216,0000100000,,,,,,,343459,343459,0
362,single,343466,194,0000000001,,,,,,,343466,343466,0
188,single,345552,112,0000100000,,,,,,,345552,345552,0
235,single,346648,204,0020000000,,,,,,,346648,346648,0
16,single,356094,170,0800000000,,,,,,,356094,356094,0
330,single,356692,26,0000008000,,,,,,,356692,356692,0
342,single,360767,78,1000000000,,,,,,,360767,360767,0
442,paired,361757,100,0010000000,21,first,,,,,361757,361757,0
146,single,362379,6,0000000040,,,,,,,362379,362379,0
22,single,362535,39,0200000000,,,,,,,362535,362535,0
443,paired,364170,100,0020000000,21,second,,,,,364170,364170,0
252,single,366518,0,0000080000,,,,,,,366518,366518,0
77,single,366628,142,2000000000,,,,,,,366628,366628,0
213,single,369181,30,0000000800,,,,,,,369181,369181,0
0,single,371178,248,0000010000,,,,,,,371178,371178,0
119,single,371830,224,0000200000,,,,,,,371830,371830,0
278,single,375537,214,0002000000,,,,,,,375537,375537,0
418,paired,376818,49,0000008000,9,first,,,,,376818,376818,0
153,single,377107,57,0000004000,,,,,,,377107,377107,0
143,single,377151,131,0000080000,,,,,,,377151,377151,0
391,single,377154,52,0000080000,,,,,,,377154,377154,0
3,single,377155,211,0400000000,,,,,,,377155,377155,0
343,single,377181,250,0000000040,,,,,,,377181,377181,0
255,single,377195,182,0000000080,,,,,,,377195,377195,0
7,single,377220,48,0000001000,,,,,,,377220,377220,0
300,single,377251,209,0000000002,,,,,,,377251,377251,0
39,single,377255,251,0000000010,,,,,,,377255,377255,0
328,single,378090,33,0001000000,,,,,,,378090,378090,0
450,paired,378180,20,0000000040,25,first,,,,,378180,378180,0
128,single,378450,94,0000400000,,,,,,,378450,378450,0
419,paired,378754,49,0080000000,9,second,,,,,378754,378754,0
451,paired,379824,20,0000080000,25,second,,,,,379824,379824,0
176,single,382365,52,0800000000,,,,,,,382365,382365,0
304,single,389085,93,0010000000,,,,,,,389085,389085,0
352,single,389107,10,0020000000,,,,,,,389107,389107,0
156,single,390428,115,0000000002,,,,,,,390428,390428,0
353,single,392780,23,0000000100,,,,,,,392780,392780,0
93,single,395097,79,0020000000,,,,,,,395097,395097,0
124,single,397629,7,0000002000,,,,,,,397629,397629,0
315,single,400382,119,0000000020,,,,,,,400382,400382,0
394,single,401562,255,0000200000,,,,,,,401562,401562,0
310,single,409299,22,0000040000,,,,,,,409299,409299,0
51,single,414149,140,0040000000,,,,,,,414149,414149,0
166,single,414488,33,0040000000,,,,,,,414488,414488,0
107,single,415650,234,0000000080,,,,,,,415650,415650,0
92,single,418545,240,0000002000,,,,,,,418545,418545,0
224,single,420471,200,0000000040,,,,,,,420471,420471,0
206,single,427091,1,2000000000,,,,,,,427091,427091,0
285,single,427173,120,0000000800,,,,,,,427173,427173,0
94,single,427893,172,0004000000,,,,,,,427893,427893,0
340,single,432454,60,0004000000,,,,,,,432454,432454,0
378,single,434352,25,0000002000,,,,,,,434352,434352,0
284,single,434679,240,0000000002,,,,,,,434679,434679,0
338,single,435319,4,0040000000,,,,,,,435319,435319,0
397,single,435454,120,0000000010,,,,,,,435454,435454,0
476,paired,438916,28,0000080000,38,first,,,,,438916,438916,0
477,paired,440424,28,0000200000,38,second,,,,,440424,440424,0
111,single,441424,245,0020000000,,,,,,,441424,441424,0
101,single,441509,199,0000020000,,,,,,,441509,441509,0
187,single,442807,225,0000002000,,,,,,,442807,442807,0
478,paired,446862,179,0000080000,39,first,,,,,446862,446862,0
479,paired,447491,179,0040000000,39,second,,,,,447491,447491,0
73,single,452076,61,0000000080,,,,,,,452076,452076,0
222,single,453833,195,0800000000,,,,,,,453833,453833,0
313,single,455157,137,4000000000,,,,,,,455157,455157,0
314,single,456693,253,0000004000,,,,,,,456693,456693,0
158,single,460734,255,0000010000,,,,,,,460734,460734,0
430,paired,461462,48,0000200000,15,first,,,,,461462,461462,0
17,single,462084,156,0000800000,,,,,,,462084,462084,0
431,paired,462115,48,0001000000,15,second,,,,,462115,462115,0
316,single,462189,218,0008000000,,,,,,,462189,462189,0
161,single,462503,92,0000080000,,,,,,,462503,462503,0
250,single,464571,222,0000020000,,,,,,,464571,464571,0
47,single,465163,245,0010000000,,,,,,,465163,465163,0
212,single,465279,208,0001000000,,,,,,,465279,465279,0
349,single,465479,175,0000000001,,,,,,,465479,465479,0
276,single,466427,4,0800000000,,,,,,,466427,466427,0
110,single,467042,0,0000000008,,,,,,,467042,467042,0
233,single,467501,193,0004000000,,,,,,,467501,467501,0
289,single,473481,62,0000000080,,,,,,,473481,473481,0
326,single,477582,119,0000040000,,,,,,,477582,477582,0
249,single,479445,80,0010000000,,,,,,,479445,479445,0
10,single,486174,14,0000800000,,,,,,,486174,486174,0
294,single,486187,223,2000000000,,,,,,,486187,486187,0
379,single,486189,36,0020000000,,,,,,,486189,486189,0
137,single,486194,162,0100000000,,,,,,,486194,486194,0
351,single,486212,9,0400000000,,,,,,,486212,486212,0
410,paired,486217,172,0100000000,5,first,,,,,486217,486217,0
234,single,486220,167,0000002000,,,,,,,486220,486220,0
432,paired,486223,5,0000001000,16,first,,,,,486223,486223,0
360,single,486234,196,0040000000,,,,,,,486234,486234,0
358,single,486237,244,0800000000,,,,,,,486237,486237,0
359,single,486243,129,0000000200,,,,,,,486243,486243,0
116,single,486253,53,0010000000,,,,,,,486253,486253,0
346,single,486301,75,0400000000,,,,,,,486301,486301,0
215,single,486312,86,0000010000,,,,,,,486312,486312,0
438,paired,486330,46,0000200000,19,first,,,,,486330,486330,0
296,single,486335,123,0000020000,,,,,,,486335,486335,0
404,paired,486342,212,0080000000,2,first,,,,,486342,486342,0
41,single,486353,124,4000000000,,,,,,,486353,486353,0
200,single,486374,131,0000001000,,,,,,,486374,486374,0
67,single,486390,68,0001000000,,,,,,,486390,486390,0
241,single,486448,59,2000000000,,,,,,,486448,486448,0
122,single,486480,127,0000000001,,,,,,,486480,486480,0
265,single,486481,123,0020000000,,,,,,,486481,486481,0
87,single,486497,245,0000020000,,,,,,,486497,486497,0
246,single,486518,87,0000002000,,,,,,,486518,486518,0
354,single,486533,243,2000000000,,,,,,,486533,486533,0
283,single,486568,183,0000000080,,,,,,,486568,486568,0
411,paired,487382,172,0000000400,5,second,,,,,487382,487382,0
439,paired,488532,46,0000001000,19,second,,,,,488532,488532,0
433,paired,489035,5,0004000000,16,second,,,,,489035,489035,0
405,paired,489109,212,0000020000,2,second,,,,,489109,489109,0
186,single,489344,246,0000200000,,,,,,,489344,489344,0
388,single,493508,46,0000000008,,,,,,,493508,493508,0
159,single,497267,192,0000080000,,,,,,,497267,497267,0
